,IncidentDate,Borough,counts
10607,2023-02-13,Haringey,17
10608,2023-02-13,Harrow,4
10609,2023-02-13,Havering,8
10610,2023-02-13,Hillingdon,3
10611,2023-02-13,Hounslow,15
10612,2023-02-13,Islington,20
10613,2023-02-13,Kensington and Chelsea,2
10614,2023-02-13,Kingston upon Thames,7
10615,2023-02-13,Lambeth,9
10616,2023-02-13,Lewisham,14
10617,2023-02-13,Merton,6
10618,2023-02-13,Newham,22
10619,2023-02-13,Out of force,4
10620,2023-02-13,Redbridge,1
10621,2023-02-13,Richmond upon Thames,2
10622,2023-02-13,Southwark,11
10623,2023-02-13,Sutton,5
10624,2023-02-13,Tower Hamlets,15
10625,2023-02-13,Waltham Forest,7
10626,2023-02-13,Wandsworth,8
10627,2023-02-14,Barking and Dagenham,12
10628,2023-02-14,Barnet,7
10629,2023-02-14,Bexley,7
10630,2023-02-14,Brent,10
10631,2023-02-14,Bromley,9
10632,2023-02-14,Camden,14
10633,2023-02-14,City of Westminster,25
10634,2023-02-14,Croydon,6
10635,2023-02-14,Ealing,12
10636,2023-02-14,Enfield,11
10637,2023-02-14,Greenwich,7
10638,2023-02-14,Hackney,10
10639,2023-02-14,Hammersmith and Fulham,15
10640,2023-02-14,Haringey,13
10641,2023-02-14,Harrow,4
10642,2023-02-14,Havering,12
10643,2023-02-14,Hillingdon,7
10644,2023-02-14,Hounslow,8
10645,2023-02-14,Islington,8
10646,2023-02-14,Kensington and Chelsea,3
10647,2023-02-14,Kingston upon Thames,1
10648,2023-02-14,Lambeth,9
10649,2023-02-14,Lewisham,25
10650,2023-02-14,Merton,7
10651,2023-02-14,Newham,13
10652,2023-02-14,Out of force,6
10653,2023-02-14,Redbridge,17
10654,2023-02-14,Richmond upon Thames,1
10655,2023-02-14,Southwark,14
10656,2023-02-14,Sutton,6
10657,2023-02-14,Tower Hamlets,17
10658,2023-02-14,Waltham Forest,8
10659,2023-02-14,Wandsworth,13
10660,2023-02-15,Barking and Dagenham,2
10661,2023-02-15,Barnet,9
10662,2023-02-15,Bexley,12
10663,2023-02-15,Brent,9
10664,2023-02-15,Bromley,9
10665,2023-02-15,Camden,13
10666,2023-02-15,City of Westminster,30
10667,2023-02-15,Croydon,21
10668,2023-02-15,Ealing,12
10669,2023-02-15,Enfield,9
10670,2023-02-15,Greenwich,6
10671,2023-02-15,Hackney,22
10672,2023-02-15,Hammersmith and Fulham,13
10673,2023-02-15,Haringey,19
10674,2023-02-15,Harrow,4
10675,2023-02-15,Havering,7
10676,2023-02-15,Heathrow,3
10677,2023-02-15,Hillingdon,9
10678,2023-02-15,Hounslow,11
10679,2023-02-15,Islington,11
10680,2023-02-15,Kensington and Chelsea,3
10681,2023-02-15,Kingston upon Thames,4
10682,2023-02-15,Lambeth,9
10683,2023-02-15,Lewisham,33
10684,2023-02-15,Merton,12
10685,2023-02-15,Newham,14
10686,2023-02-15,Out of force,13
10687,2023-02-15,Redbridge,4
10688,2023-02-15,Richmond upon Thames,5
10689,2023-02-15,Southwark,13
10690,2023-02-15,Tower Hamlets,11
10691,2023-02-15,Waltham Forest,5
10692,2023-02-15,Wandsworth,19
10693,2023-02-16,Barking and Dagenham,13
10694,2023-02-16,Barnet,5
10695,2023-02-16,Bexley,7
10696,2023-02-16,Brent,8
10697,2023-02-16,Bromley,6
10698,2023-02-16,Camden,10
10699,2023-02-16,City of Westminster,42
10700,2023-02-16,Croydon,15
10701,2023-02-16,Ealing,10
10702,2023-02-16,Enfield,8
10703,2023-02-16,Greenwich,4
10704,2023-02-16,Hackney,26
10705,2023-02-16,Hammersmith and Fulham,10
10706,2023-02-16,Haringey,14
10707,2023-02-16,Harrow,11
10708,2023-02-16,Havering,7
10709,2023-02-16,Hillingdon,6
10710,2023-02-16,Hounslow,14
10711,2023-02-16,Islington,20
10712,2023-02-16,Kensington and Chelsea,3
10713,2023-02-16,Kingston upon Thames,3
10714,2023-02-16,Lambeth,20
10715,2023-02-16,Lewisham,9
10716,2023-02-16,Merton,2
10717,2023-02-16,Newham,13
10718,2023-02-16,Redbridge,9
10719,2023-02-16,Richmond upon Thames,1
10720,2023-02-16,Southwark,11
10721,2023-02-16,Sutton,6
10722,2023-02-16,Tower Hamlets,19
10723,2023-02-16,Waltham Forest,5
10724,2023-02-16,Wandsworth,14
10725,2023-02-17,Barking and Dagenham,22
10726,2023-02-17,Barnet,7
10727,2023-02-17,Bexley,5
10728,2023-02-17,Brent,29
10729,2023-02-17,Bromley,13
10730,2023-02-17,Camden,13
10731,2023-02-17,City of Westminster,47
10732,2023-02-17,Croydon,10
10733,2023-02-17,Ealing,17
10734,2023-02-17,Enfield,8
10735,2023-02-17,Greenwich,4
10736,2023-02-17,Hackney,12
10737,2023-02-17,Hammersmith and Fulham,7
10738,2023-02-17,Haringey,12
10739,2023-02-17,Harrow,8
10740,2023-02-17,Havering,11
10741,2023-02-17,Heathrow,5
10742,2023-02-17,Hillingdon,7
10743,2023-02-17,Hounslow,5
10744,2023-02-17,Islington,13
10745,2023-02-17,Kensington and Chelsea,6
10746,2023-02-17,Kingston upon Thames,2
10747,2023-02-17,Lambeth,16
10748,2023-02-17,Lewisham,15
10749,2023-02-17,Merton,4
10750,2023-02-17,Newham,16
10751,2023-02-17,Out of force,1
10752,2023-02-17,Redbridge,6
10753,2023-02-17,Richmond upon Thames,1
10754,2023-02-17,Southwark,14
10755,2023-02-17,Sutton,3
10756,2023-02-17,Tower Hamlets,12
10757,2023-02-17,Waltham Forest,5
10758,2023-02-17,Wandsworth,13
10759,2023-02-18,Barking and Dagenham,9
10760,2023-02-18,Barnet,5
10761,2023-02-18,Bexley,10
10762,2023-02-18,Brent,33
10763,2023-02-18,Bromley,3
10764,2023-02-18,Camden,9
10765,2023-02-18,City of Westminster,23
10766,2023-02-18,Croydon,11
10767,2023-02-18,Ealing,14
10768,2023-02-18,Enfield,14
10769,2023-02-18,Greenwich,10
10770,2023-02-18,Hackney,12
10771,2023-02-18,Hammersmith and Fulham,22
10772,2023-02-18,Haringey,8
10773,2023-02-18,Harrow,9
10774,2023-02-18,Havering,12
10775,2023-02-18,Hillingdon,11
10776,2023-02-18,Hounslow,12
10777,2023-02-18,Islington,9
10778,2023-02-18,Kensington and Chelsea,2
10779,2023-02-18,Kingston upon Thames,5
10780,2023-02-18,Lambeth,24
10781,2023-02-18,Lewisham,11
10782,2023-02-18,Merton,4
10783,2023-02-18,Newham,12
10784,2023-02-18,Out of force,6
10785,2023-02-18,Redbridge,12
10786,2023-02-18,Richmond upon Thames,3
10787,2023-02-18,Southwark,24
10788,2023-02-18,Sutton,5
10789,2023-02-18,Tower Hamlets,13
10790,2023-02-18,Waltham Forest,5
10791,2023-02-18,Wandsworth,9
10792,2023-02-19,Barking and Dagenham,6
10793,2023-02-19,Barnet,13
10794,2023-02-19,Bexley,3
10795,2023-02-19,Brent,8
10796,2023-02-19,Camden,15
10797,2023-02-19,City of Westminster,31
10798,2023-02-19,Croydon,17
10799,2023-02-19,Ealing,6
10800,2023-02-19,Enfield,20
10801,2023-02-19,Greenwich,3
10802,2023-02-19,Hackney,30
10803,2023-02-19,Hammersmith and Fulham,9
10804,2023-02-19,Haringey,15
10805,2023-02-19,Harrow,5
10806,2023-02-19,Havering,3
10807,2023-02-19,Hillingdon,17
10808,2023-02-19,Hounslow,13
10809,2023-02-19,Islington,6
10810,2023-02-19,Kensington and Chelsea,3
10811,2023-02-19,Lambeth,9
10812,2023-02-19,Lewisham,12
10813,2023-02-19,Merton,4
10814,2023-02-19,Newham,14
10815,2023-02-19,Out of force,2
10816,2023-02-19,Redbridge,1
10817,2023-02-19,Richmond upon Thames,1
10818,2023-02-19,Southwark,10
10819,2023-02-19,Sutton,4
10820,2023-02-19,Tower Hamlets,8
10821,2023-02-19,Waltham Forest,5
10822,2023-02-19,Wandsworth,3
10823,2023-02-20,Barking and Dagenham,6
10824,2023-02-20,Barnet,10
10825,2023-02-20,Bexley,5
10826,2023-02-20,Brent,12
10827,2023-02-20,Bromley,4
10828,2023-02-20,Camden,8
10829,2023-02-20,City of Westminster,16
10830,2023-02-20,Croydon,16
10831,2023-02-20,Ealing,20
10832,2023-02-20,Enfield,14
10833,2023-02-20,Greenwich,9
10834,2023-02-20,Hackney,14
10835,2023-02-20,Hammersmith and Fulham,8
10836,2023-02-20,Haringey,6
10837,2023-02-20,Harrow,3
10838,2023-02-20,Havering,9
10839,2023-02-20,Heathrow,3
10840,2023-02-20,Hillingdon,8
10841,2023-02-20,Hounslow,9
10842,2023-02-20,Islington,13
10843,2023-02-20,Kensington and Chelsea,5
10844,2023-02-20,Kingston upon Thames,3
10845,2023-02-20,Lambeth,19
10846,2023-02-20,Lewisham,22
10847,2023-02-20,Merton,2
10848,2023-02-20,Newham,5
10849,2023-02-20,Out of force,1
10850,2023-02-20,Redbridge,9
10851,2023-02-20,Richmond upon Thames,6
10852,2023-02-20,Southwark,16
10853,2023-02-20,Sutton,3
10854,2023-02-20,Tower Hamlets,9
10855,2023-02-20,Waltham Forest,7
10856,2023-02-20,Wandsworth,3
10857,2023-02-21,Barking and Dagenham,1
10858,2023-02-21,Barnet,10
10859,2023-02-21,Bexley,6
10860,2023-02-21,Brent,10
10861,2023-02-21,Bromley,1
10862,2023-02-21,Camden,16
10863,2023-02-21,City of Westminster,15
10864,2023-02-21,Croydon,14
10865,2023-02-21,Ealing,14
10866,2023-02-21,Enfield,10
10867,2023-02-21,Greenwich,7
10868,2023-02-21,Hackney,13
10869,2023-02-21,Hammersmith and Fulham,9
10870,2023-02-21,Haringey,16
10871,2023-02-21,Harrow,11
10872,2023-02-21,Havering,5
10873,2023-02-21,Heathrow,2
10874,2023-02-21,Hillingdon,10
10875,2023-02-21,Hounslow,10
10876,2023-02-21,Islington,12
10877,2023-02-21,Kensington and Chelsea,6
10878,2023-02-21,Kingston upon Thames,5
10879,2023-02-21,Lambeth,20
10880,2023-02-21,Lewisham,8
10881,2023-02-21,Merton,3
10882,2023-02-21,Newham,13
10883,2023-02-21,Out of force,4
10884,2023-02-21,Redbridge,5
10885,2023-02-21,Richmond upon Thames,2
10886,2023-02-21,Southwark,18
10887,2023-02-21,Sutton,2
10888,2023-02-21,Tower Hamlets,13
10889,2023-02-21,Waltham Forest,8
10890,2023-02-21,Wandsworth,11
10891,2023-02-22,Barking and Dagenham,10
10892,2023-02-22,Barnet,6
10893,2023-02-22,Bexley,4
10894,2023-02-22,Brent,16
10895,2023-02-22,Bromley,6
10896,2023-02-22,Camden,12
10897,2023-02-22,City of Westminster,17
10898,2023-02-22,Croydon,15
10899,2023-02-22,Ealing,14
10900,2023-02-22,Enfield,9
10901,2023-02-22,Greenwich,9
10902,2023-02-22,Hackney,10
10903,2023-02-22,Hammersmith and Fulham,10
10904,2023-02-22,Haringey,12
10905,2023-02-22,Harrow,1
10906,2023-02-22,Havering,6
10907,2023-02-22,Heathrow,4
10908,2023-02-22,Hillingdon,7
10909,2023-02-22,Hounslow,9
10910,2023-02-22,Islington,20
10911,2023-02-22,Kensington and Chelsea,11
10912,2023-02-22,Kingston upon Thames,4
10913,2023-02-22,Lambeth,9
10914,2023-02-22,Lewisham,21
10915,2023-02-22,Merton,3
10916,2023-02-22,Newham,12
10917,2023-02-22,Out of force,2
10918,2023-02-22,Redbridge,17
10919,2023-02-22,Richmond upon Thames,2
10920,2023-02-22,Southwark,14
10921,2023-02-22,Sutton,8
10922,2023-02-22,Tower Hamlets,20
10923,2023-02-22,Waltham Forest,1
10924,2023-02-22,Wandsworth,6
10925,2023-02-23,Barking and Dagenham,17
10926,2023-02-23,Barnet,6
10927,2023-02-23,Bexley,12
10928,2023-02-23,Brent,10
10929,2023-02-23,Bromley,9
10930,2023-02-23,Camden,9
10931,2023-02-23,City of Westminster,41
10932,2023-02-23,Croydon,23
10933,2023-02-23,Ealing,13
10934,2023-02-23,Enfield,9
10935,2023-02-23,Greenwich,11
10936,2023-02-23,Hackney,7
10937,2023-02-23,Hammersmith and Fulham,9
10938,2023-02-23,Haringey,13
10939,2023-02-23,Harrow,6
10940,2023-02-23,Havering,4
10941,2023-02-23,Heathrow,2
10942,2023-02-23,Hillingdon,5
10943,2023-02-23,Hounslow,8
10944,2023-02-23,Islington,14
10945,2023-02-23,Kensington and Chelsea,8
10946,2023-02-23,Kingston upon Thames,6
10947,2023-02-23,Lambeth,14
10948,2023-02-23,Lewisham,21
10949,2023-02-23,Merton,4
10950,2023-02-23,Newham,10
10951,2023-02-23,Out of force,8
10952,2023-02-23,Redbridge,8
10953,2023-02-23,Southwark,15
10954,2023-02-23,Sutton,9
10955,2023-02-23,Tower Hamlets,17
10956,2023-02-23,Waltham Forest,15
10957,2023-02-23,Wandsworth,4
10958,2023-02-24,Barking and Dagenham,19
10959,2023-02-24,Barnet,11
10960,2023-02-24,Bexley,16
10961,2023-02-24,Brent,13
10962,2023-02-24,Bromley,9
10963,2023-02-24,Camden,17
10964,2023-02-24,City of Westminster,14
10965,2023-02-24,Croydon,19
10966,2023-02-24,Ealing,19
10967,2023-02-24,Enfield,9
10968,2023-02-24,Greenwich,18
10969,2023-02-24,Hackney,11
10970,2023-02-24,Hammersmith and Fulham,7
10971,2023-02-24,Haringey,17
10972,2023-02-24,Harrow,3
10973,2023-02-24,Havering,6
10974,2023-02-24,Heathrow,2
10975,2023-02-24,Hillingdon,7
10976,2023-02-24,Hounslow,6
10977,2023-02-24,Islington,15
10978,2023-02-24,Kensington and Chelsea,8
10979,2023-02-24,Kingston upon Thames,5
10980,2023-02-24,Lambeth,9
10981,2023-02-24,Lewisham,12
10982,2023-02-24,Merton,2
10983,2023-02-24,Newham,9
10984,2023-02-24,Redbridge,5
10985,2023-02-24,Southwark,14
10986,2023-02-24,Sutton,13
10987,2023-02-24,Tower Hamlets,6
10988,2023-02-24,Waltham Forest,9
10989,2023-02-24,Wandsworth,2
10990,2023-02-25,Barking and Dagenham,8
10991,2023-02-25,Barnet,3
10992,2023-02-25,Bexley,4
10993,2023-02-25,Brent,14
10994,2023-02-25,Bromley,7
10995,2023-02-25,Camden,8
10996,2023-02-25,City of Westminster,23
10997,2023-02-25,Croydon,23
10998,2023-02-25,Ealing,15
10999,2023-02-25,Enfield,12
11000,2023-02-25,Greenwich,9
11001,2023-02-25,Hackney,18
11002,2023-02-25,Hammersmith and Fulham,7
11003,2023-02-25,Haringey,6
11004,2023-02-25,Harrow,4
11005,2023-02-25,Havering,9
11006,2023-02-25,Hillingdon,4
11007,2023-02-25,Hounslow,7
11008,2023-02-25,Islington,9
11009,2023-02-25,Kensington and Chelsea,2
11010,2023-02-25,Kingston upon Thames,6
11011,2023-02-25,Lambeth,12
11012,2023-02-25,Lewisham,12
11013,2023-02-25,Merton,13
11014,2023-02-25,Newham,21
11015,2023-02-25,Out of force,4
11016,2023-02-25,Redbridge,8
11017,2023-02-25,Richmond upon Thames,3
11018,2023-02-25,Southwark,18
11019,2023-02-25,Sutton,5
11020,2023-02-25,Tower Hamlets,14
11021,2023-02-25,Waltham Forest,3
11022,2023-02-25,Wandsworth,3
11023,2023-02-26,Barking and Dagenham,13
11024,2023-02-26,Barnet,8
11025,2023-02-26,Bexley,4
11026,2023-02-26,Brent,35
11027,2023-02-26,Bromley,9
11028,2023-02-26,Camden,9
11029,2023-02-26,City of Westminster,29
11030,2023-02-26,Croydon,6
11031,2023-02-26,Ealing,4
11032,2023-02-26,Enfield,13
11033,2023-02-26,Greenwich,10
11034,2023-02-26,Hackney,6
11035,2023-02-26,Hammersmith and Fulham,5
11036,2023-02-26,Haringey,7
11037,2023-02-26,Harrow,4
11038,2023-02-26,Havering,7
11039,2023-02-26,Heathrow,1
11040,2023-02-26,Hillingdon,6
11041,2023-02-26,Hounslow,4
11042,2023-02-26,Islington,10
11043,2023-02-26,Kensington and Chelsea,4
11044,2023-02-26,Kingston upon Thames,5
11045,2023-02-26,Lambeth,1
11046,2023-02-26,Lewisham,11
11047,2023-02-26,Merton,3
11048,2023-02-26,Newham,13
11049,2023-02-26,Redbridge,8
11050,2023-02-26,Richmond upon Thames,2
11051,2023-02-26,Southwark,9
11052,2023-02-26,Sutton,3
11053,2023-02-26,Tower Hamlets,8
11054,2023-02-26,Waltham Forest,2
11055,2023-02-26,Wandsworth,5
11056,2023-02-27,Barking and Dagenham,8
11057,2023-02-27,Barnet,11
11058,2023-02-27,Bexley,7
11059,2023-02-27,Brent,5
11060,2023-02-27,Bromley,9
11061,2023-02-27,Camden,6
11062,2023-02-27,City of Westminster,12
11063,2023-02-27,Croydon,4
11064,2023-02-27,Ealing,10
11065,2023-02-27,Enfield,6
11066,2023-02-27,Greenwich,7
11067,2023-02-27,Hackney,10
11068,2023-02-27,Hammersmith and Fulham,7
11069,2023-02-27,Haringey,19
11070,2023-02-27,Harrow,7
11071,2023-02-27,Havering,8
11072,2023-02-27,Heathrow,2
11073,2023-02-27,Hillingdon,9
11074,2023-02-27,Hounslow,10
11075,2023-02-27,Islington,15
11076,2023-02-27,Kensington and Chelsea,2
11077,2023-02-27,Kingston upon Thames,3
11078,2023-02-27,Lambeth,10
11079,2023-02-27,Lewisham,16
11080,2023-02-27,Merton,1
11081,2023-02-27,Newham,11
11082,2023-02-27,Out of force,5
11083,2023-02-27,Redbridge,6
11084,2023-02-27,Richmond upon Thames,3
11085,2023-02-27,Southwark,25
11086,2023-02-27,Sutton,3
11087,2023-02-27,Tower Hamlets,7
11088,2023-02-27,Waltham Forest,4
11089,2023-02-27,Wandsworth,1
11090,2023-02-28,Barking and Dagenham,11
11091,2023-02-28,Barnet,4
11092,2023-02-28,Bexley,8
11093,2023-02-28,Brent,12
11094,2023-02-28,Bromley,6
11095,2023-02-28,Camden,15
11096,2023-02-28,City of Westminster,27
11097,2023-02-28,Croydon,11
11098,2023-02-28,Ealing,11
11099,2023-02-28,Enfield,22
11100,2023-02-28,Greenwich,11
11101,2023-02-28,Hackney,12
11102,2023-02-28,Hammersmith and Fulham,5
11103,2023-02-28,Haringey,25
11104,2023-02-28,Harrow,4
11105,2023-02-28,Havering,10
11106,2023-02-28,Heathrow,3
11107,2023-02-28,Hillingdon,4
11108,2023-02-28,Hounslow,8
11109,2023-02-28,Islington,13
11110,2023-02-28,Kensington and Chelsea,10
11111,2023-02-28,Kingston upon Thames,2
11112,2023-02-28,Lambeth,24
11113,2023-02-28,Lewisham,7
11114,2023-02-28,Newham,3
11115,2023-02-28,Out of force,9
11116,2023-02-28,Redbridge,5
11117,2023-02-28,Richmond upon Thames,6
11118,2023-02-28,Southwark,20
11119,2023-02-28,Sutton,8
11120,2023-02-28,Tower Hamlets,9
11121,2023-02-28,Waltham Forest,6
11122,2023-02-28,Wandsworth,11
11123,2023-03-01,Barking and Dagenham,12
11124,2023-03-01,Barnet,7
11125,2023-03-01,Bexley,18
11126,2023-03-01,Brent,7
11127,2023-03-01,Bromley,14
11128,2023-03-01,Camden,9
11129,2023-03-01,City of Westminster,29
11130,2023-03-01,Croydon,25
11131,2023-03-01,Ealing,12
11132,2023-03-01,Enfield,13
11133,2023-03-01,Greenwich,10
11134,2023-03-01,Hackney,18
11135,2023-03-01,Hammersmith and Fulham,15
11136,2023-03-01,Haringey,12
11137,2023-03-01,Harrow,3
11138,2023-03-01,Havering,9
11139,2023-03-01,Heathrow,2
11140,2023-03-01,Hillingdon,7
11141,2023-03-01,Hounslow,10
11142,2023-03-01,Islington,13
11143,2023-03-01,Kensington and Chelsea,13
11144,2023-03-01,Kingston upon Thames,7
11145,2023-03-01,Lambeth,19
11146,2023-03-01,Lewisham,17
11147,2023-03-01,Merton,2
11148,2023-03-01,Newham,17
11149,2023-03-01,Out of force,13
11150,2023-03-01,Redbridge,14
11151,2023-03-01,Richmond upon Thames,4
11152,2023-03-01,Southwark,15
11153,2023-03-01,Sutton,5
11154,2023-03-01,Tower Hamlets,18
11155,2023-03-01,Waltham Forest,3
11156,2023-03-01,Wandsworth,8
11157,2023-03-02,Barking and Dagenham,8
11158,2023-03-02,Barnet,12
11159,2023-03-02,Bexley,14
11160,2023-03-02,Brent,16
11161,2023-03-02,Bromley,13
11162,2023-03-02,Camden,5
11163,2023-03-02,City of Westminster,26
11164,2023-03-02,Croydon,22
11165,2023-03-02,Ealing,18
11166,2023-03-02,Enfield,11
11167,2023-03-02,Greenwich,8
11168,2023-03-02,Hackney,17
11169,2023-03-02,Hammersmith and Fulham,10
11170,2023-03-02,Haringey,11
11171,2023-03-02,Harrow,10
11172,2023-03-02,Havering,12
11173,2023-03-02,Heathrow,3
11174,2023-03-02,Hillingdon,6
11175,2023-03-02,Hounslow,11
11176,2023-03-02,Islington,14
11177,2023-03-02,Kensington and Chelsea,4
11178,2023-03-02,Kingston upon Thames,8
11179,2023-03-02,Lambeth,18
11180,2023-03-02,Lewisham,14
11181,2023-03-02,Merton,1
11182,2023-03-02,Newham,17
11183,2023-03-02,Out of force,7
11184,2023-03-02,Redbridge,4
11185,2023-03-02,Richmond upon Thames,4
11186,2023-03-02,Southwark,21
11187,2023-03-02,Sutton,1
11188,2023-03-02,Tower Hamlets,20
11189,2023-03-02,Waltham Forest,4
11190,2023-03-02,Wandsworth,6
11191,2023-03-03,Barking and Dagenham,11
11192,2023-03-03,Barnet,10
11193,2023-03-03,Bexley,9
11194,2023-03-03,Brent,5
11195,2023-03-03,Bromley,14
11196,2023-03-03,Camden,22
11197,2023-03-03,City of Westminster,27
11198,2023-03-03,Croydon,6
11199,2023-03-03,Ealing,7
11200,2023-03-03,Enfield,12
11201,2023-03-03,Greenwich,11
11202,2023-03-03,Hackney,15
11203,2023-03-03,Hammersmith and Fulham,8
11204,2023-03-03,Haringey,11
11205,2023-03-03,Harrow,2
11206,2023-03-03,Havering,11
11207,2023-03-03,Heathrow,5
11208,2023-03-03,Hillingdon,12
11209,2023-03-03,Hounslow,16
11210,2023-03-03,Islington,15
11211,2023-03-03,Kensington and Chelsea,5
11212,2023-03-03,Kingston upon Thames,7
11213,2023-03-03,Lambeth,11
11214,2023-03-03,Lewisham,18
11215,2023-03-03,Merton,3
11216,2023-03-03,Newham,16
11217,2023-03-03,Out of force,2
11218,2023-03-03,Redbridge,6
11219,2023-03-03,Richmond upon Thames,5
11220,2023-03-03,Southwark,18
11221,2023-03-03,Sutton,7
11222,2023-03-03,Tower Hamlets,18
11223,2023-03-03,Waltham Forest,10
11224,2023-03-03,Wandsworth,5
11225,2023-03-04,Barking and Dagenham,13
11226,2023-03-04,Barnet,18
11227,2023-03-04,Bexley,12
11228,2023-03-04,Bromley,8
11229,2023-03-04,Camden,10
11230,2023-03-04,City of Westminster,21
11231,2023-03-04,Croydon,15
11232,2023-03-04,Ealing,15
11233,2023-03-04,Enfield,17
11234,2023-03-04,Greenwich,11
11235,2023-03-04,Hackney,20
11236,2023-03-04,Hammersmith and Fulham,14
11237,2023-03-04,Haringey,4
11238,2023-03-04,Harrow,7
11239,2023-03-04,Havering,16
11240,2023-03-04,Heathrow,1
11241,2023-03-04,Hillingdon,8
11242,2023-03-04,Hounslow,24
11243,2023-03-04,Islington,11
11244,2023-03-04,Kensington and Chelsea,9
11245,2023-03-04,Kingston upon Thames,3
11246,2023-03-04,Lambeth,10
11247,2023-03-04,Lewisham,7
11248,2023-03-04,Merton,1
11249,2023-03-04,Newham,6
11250,2023-03-04,Redbridge,6
11251,2023-03-04,Richmond upon Thames,3
11252,2023-03-04,Southwark,22
11253,2023-03-04,Sutton,6
11254,2023-03-04,Tower Hamlets,19
11255,2023-03-04,Waltham Forest,13
11256,2023-03-04,Wandsworth,2
11257,2023-03-05,Barking and Dagenham,9
11258,2023-03-05,Barnet,4
11259,2023-03-05,Bexley,4
11260,2023-03-05,Brent,2
11261,2023-03-05,Bromley,9
11262,2023-03-05,Camden,25
11263,2023-03-05,City of Westminster,33
11264,2023-03-05,Croydon,4
11265,2023-03-05,Ealing,11
11266,2023-03-05,Enfield,13
11267,2023-03-05,Greenwich,9
11268,2023-03-05,Hackney,18
11269,2023-03-05,Hammersmith and Fulham,5
11270,2023-03-05,Haringey,11
11271,2023-03-05,Harrow,6
11272,2023-03-05,Havering,12
11273,2023-03-05,Heathrow,1
11274,2023-03-05,Hillingdon,1
11275,2023-03-05,Hounslow,10
11276,2023-03-05,Islington,15
11277,2023-03-05,Kensington and Chelsea,9
11278,2023-03-05,Kingston upon Thames,2
11279,2023-03-05,Lambeth,15
11280,2023-03-05,Lewisham,13
11281,2023-03-05,Merton,3
11282,2023-03-05,Newham,3
11283,2023-03-05,Out of force,2
11284,2023-03-05,Redbridge,14
11285,2023-03-05,Richmond upon Thames,1
11286,2023-03-05,Southwark,18
11287,2023-03-05,Sutton,1
11288,2023-03-05,Tower Hamlets,6
11289,2023-03-05,Waltham Forest,5
11290,2023-03-05,Wandsworth,8
11291,2023-03-06,Barking and Dagenham,4
11292,2023-03-06,Barnet,5
11293,2023-03-06,Bexley,9
11294,2023-03-06,Brent,8
11295,2023-03-06,Bromley,11
11296,2023-03-06,Camden,9
11297,2023-03-06,City of Westminster,18
11298,2023-03-06,Croydon,7
11299,2023-03-06,Ealing,14
11300,2023-03-06,Enfield,15
11301,2023-03-06,Greenwich,14
11302,2023-03-06,Hackney,17
11303,2023-03-06,Hammersmith and Fulham,5
11304,2023-03-06,Haringey,11
11305,2023-03-06,Harrow,2
11306,2023-03-06,Havering,4
11307,2023-03-06,Hillingdon,2
11308,2023-03-06,Hounslow,18
11309,2023-03-06,Islington,25
11310,2023-03-06,Kingston upon Thames,1
11311,2023-03-06,Lambeth,17
11312,2023-03-06,Lewisham,15
11313,2023-03-06,Newham,12
11314,2023-03-06,Out of force,3
11315,2023-03-06,Redbridge,2
11316,2023-03-06,Richmond upon Thames,4
11317,2023-03-06,Southwark,16
11318,2023-03-06,Sutton,4
11319,2023-03-06,Tower Hamlets,7
11320,2023-03-06,Waltham Forest,8
11321,2023-03-06,Wandsworth,6
11322,2023-03-07,Barking and Dagenham,6
11323,2023-03-07,Barnet,6
11324,2023-03-07,Bexley,7
11325,2023-03-07,Brent,13
11326,2023-03-07,Bromley,1
11327,2023-03-07,Camden,15
11328,2023-03-07,City of Westminster,33
11329,2023-03-07,Croydon,11
11330,2023-03-07,Ealing,5
11331,2023-03-07,Enfield,10
11332,2023-03-07,Greenwich,13
11333,2023-03-07,Hackney,13
11334,2023-03-07,Hammersmith and Fulham,9
11335,2023-03-07,Haringey,15
11336,2023-03-07,Harrow,6
11337,2023-03-07,Havering,12
11338,2023-03-07,Heathrow,3
11339,2023-03-07,Hillingdon,10
11340,2023-03-07,Hounslow,11
11341,2023-03-07,Islington,7
11342,2023-03-07,Kensington and Chelsea,6
11343,2023-03-07,Kingston upon Thames,5
11344,2023-03-07,Lambeth,10
11345,2023-03-07,Lewisham,9
11346,2023-03-07,Merton,3
11347,2023-03-07,Newham,15
11348,2023-03-07,Out of force,7
11349,2023-03-07,Redbridge,7
11350,2023-03-07,Richmond upon Thames,1
11351,2023-03-07,Southwark,13
11352,2023-03-07,Sutton,7
11353,2023-03-07,Tower Hamlets,7
11354,2023-03-07,Waltham Forest,5
11355,2023-03-07,Wandsworth,8
11356,2023-03-08,Barking and Dagenham,3
11357,2023-03-08,Barnet,7
11358,2023-03-08,Bexley,18
11359,2023-03-08,Brent,16
11360,2023-03-08,Bromley,14
11361,2023-03-08,Camden,19
11362,2023-03-08,City of Westminster,10
11363,2023-03-08,Croydon,7
11364,2023-03-08,Ealing,15
11365,2023-03-08,Enfield,9
11366,2023-03-08,Greenwich,10
11367,2023-03-08,Hackney,10
11368,2023-03-08,Hammersmith and Fulham,7
11369,2023-03-08,Haringey,10
11370,2023-03-08,Harrow,4
11371,2023-03-08,Havering,10
11372,2023-03-08,Hillingdon,3
11373,2023-03-08,Hounslow,7
11374,2023-03-08,Islington,12
